timestamp,evento
3273616,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3274541,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3274886,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3276306,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3277699,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3278605,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3279520,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3279563,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3280440,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3281964,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3282831,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3283758,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3284961,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3285629,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3286511,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3287507,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3288147,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3289370,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3290194,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3291207,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3291725,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3292458,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3293331,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3294452,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3295630,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3296655,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3297661,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3298505,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3298646,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3299994,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3300872,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3301425,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3302946,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3303015,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3304562,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3305596,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3305847,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3306861,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3307642,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3307743,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3307904,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3309335,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3311320,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3312327,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3313834,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3313876,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3314977,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3316773,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3317655,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3318629,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3319745,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3320609,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3321475,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3324416,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3325590,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3325876,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3326096,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3327526,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3328303,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3329264,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3330425,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3333413,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3334152,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3335035,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3335119,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3335692,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3337763,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3337873,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3339277,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3339790,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3340377,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3340456,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3341530,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3342397,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3344247,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3344507,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3344635,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3345451,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3346849,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3347001,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3347945,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3348539,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3349752,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3351538,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3351896,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3353490,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3354457,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3354843,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3355916,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3357328,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3358028,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3358475,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3359762,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3360856,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3360991,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3362309,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3363340,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3364299,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3365034,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3365196,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3366919,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3367558,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3368864,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3370529,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3370863,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3371842,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3372786,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3373223,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3373626,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3374948,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3376496,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3376758,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3377527,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3378602,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3382795,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3383880,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3384879,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3385805,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3387000,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3387900,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3388611,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3388988,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3390315,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3393005,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3393917,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3394413,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3396011,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3396694,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3398455,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3399892,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3399993,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3401073,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3401370,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3402244,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3402449,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3403640,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3404173,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3404312,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3405374,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3405776,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3406852,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3411120,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3411284,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3411427,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3412880,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3415481,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3416352,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3417232,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3417582,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3418576,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3420731,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3421385,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3422915,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3423316,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3424308,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3425606,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3425661,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3425756,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3427213,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3430481,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3432240,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3432316,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3432873,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3433607,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3434490,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3439021,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3439453,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3439804,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3440697,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3441906,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3443124,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3444663,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3445855,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3446979,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3447914,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3449271,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3449420,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3450020,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3450925,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3451548,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3452606,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3453275,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3454323,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3455424,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3455765,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3456477,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3457362,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3458117,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3459303,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3459912,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3460982,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3461215,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3462088,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3462918,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3463456,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3464469,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3466227,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3467219,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3467650,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3468626,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3468658,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3469324,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3470381,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3472530,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3473067,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3474000,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3476024,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3476903,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3478389,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3478574,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3479644,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3480364,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3480887,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3481813,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3482429,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3483945,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3487635,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3488643,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3489212,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3489758,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3490725,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3493324,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3494999,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3495615,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3495682,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3496972,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3497566,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3498708,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3499592,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3501126,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3501321,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3501371,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3502750,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3502892,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3503305,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3504970,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3507554,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3508088,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3508501,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3509860,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3511987,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3513085,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3514026,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3514488,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3515371,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3517145,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3518642,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3520375,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3520564,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3521452,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3524151,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3524663,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3525245,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3526227,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3527137,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3528119,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3529122,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3529484,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3530637,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3533155,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3534133,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3534476,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3535141,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3536006,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3537219,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3539098,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3539873,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3540766,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3540921,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3541637,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3542727,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3543834,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3545604,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3545812,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3546792,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3548474,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3548657,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3549768,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3550408,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3551865,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3552387,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3553304,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3554147,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3555114,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3556002,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3559656,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3559660,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3561070,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3562017,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3562909,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3564125,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3565744,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3566041,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3567231,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3567775,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3569123,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3569694,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3570632,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3572890,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3573080,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3574204,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3575651,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3579215,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3579823,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3580688,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3581734,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3582661,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3585081,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3585449,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3586342,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3586406,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3587432,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3588417,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3589283,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3589950,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3590613,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3591224,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3592209,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3592959,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3593891,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3596941,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3597401,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3598011,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3599103,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3599390,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3600691,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3601977,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3602949,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3603085,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3604096,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3606544,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3607039,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3608080,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3609087,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3609928,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3611221,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3611476,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3612500,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3614598,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3615331,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3616113,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3617424,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3617591,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3618468,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3618588,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3619581,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3623071,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3623341,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3624187,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
3625156,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3625233,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3626283,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3626721,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3627773,Cambio di stato: da States.TRATTATIVA a States.CARICO_IN_ARRIVO
3628954,Cambio di stato: da States.CARICO_IN_ARRIVO a States.TRATTATIVA
3629717,Cambio di stato: da States.TRATTATIVA a States.TRATTATIVA
